timestamp,gt_x,gt_y,kf_x,kf_y,ekf_x,ekf_y,pf_x,pf_y
1462.371000,5.182840,-1.886854,-17.892604,5.353370,4.725298,-2.197103,5.139084,-1.898382
1462.671000,5.179675,-1.943763,-17.936902,5.346568,4.720327,-2.267752,5.121817,-1.948298
1462.971000,5.176419,-2.006226,-17.970747,5.328532,4.713200,-2.338239,5.134853,-2.000199
1463.171000,5.173533,-2.046562,-17.992043,5.323780,4.709620,-2.372214,5.146497,-2.051307
1463.371000,5.168881,-2.100064,-18.015749,5.315661,4.705854,-2.407360,5.129783,-2.088178
1463.571000,5.165362,-2.135856,-18.034536,5.314579,4.701934,-2.442448,5.157052,-2.126542
1463.871000,5.158882,-2.193162,-18.038028,5.350490,4.693064,-2.509968,5.125072,-2.169659
1464.171000,5.150584,-2.257048,-18.071646,5.367045,4.684770,-2.580189,5.150338,-2.222665
1464.371000,5.146000,-2.297402,-18.088416,5.387491,4.680311,-2.614813,5.113297,-2.296271
1464.571000,5.140163,-2.348366,-18.106194,5.390992,4.675035,-2.649764,5.115472,-2.318957
1464.771000,5.135840,-2.384222,-18.132100,5.395748,4.670571,-2.685072,5.108478,-2.376705
1465.071000,5.128633,-2.444272,-18.179904,5.422260,4.658712,-2.754859,5.096556,-2.411545
1465.171000,5.125566,-2.465887,-18.204101,5.425141,4.651814,-2.789455,5.091742,-2.465842
1465.371000,5.118756,-2.506038,-18.226164,5.428345,4.644074,-2.822328,5.087396,-2.477264
1465.571000,5.108932,-2.557148,-18.244774,5.439224,4.637083,-2.856576,5.089396,-2.525461
1465.771000,5.103248,-2.586383,-18.257365,5.454467,4.629447,-2.888283,5.077271,-2.563071
1466.071000,5.095051,-2.625712,-18.332845,5.389357,4.616795,-2.936338,5.079260,-2.586470
1466.371000,5.086515,-2.661695,-18.421927,5.371062,4.605440,-2.975637,5.075674,-2.632739
1466.571000,5.081354,-2.682833,-18.504402,5.339666,4.598930,-2.996660,5.073408,-2.643727
1466.771000,5.073933,-2.708644,-18.547997,5.326443,4.592474,-3.018955,5.060335,-2.678154
1466.971000,5.069346,-2.722614,-18.546175,5.316187,4.587556,-3.031895,5.026374,-2.720546
1467.271000,5.064369,-2.738116,-18.595856,5.311332,4.581065,-3.054381,5.027285,-2.717298
1467.571000,5.059483,-2.756984,-18.621976,5.290985,4.573154,-3.079570,5.015791,-2.752678
1467.771000,5.056719,-2.766678,-18.634137,5.283057,4.569389,-3.085452,5.032530,-2.739651
1467.971000,5.054907,-2.773717,-18.588733,5.279056,4.567741,-3.096392,5.035642,-2.732777
1468.171000,5.052738,-2.781198,-18.583888,5.297917,4.564355,-3.106550,5.037794,-2.741603
1468.471000,5.048752,-2.794999,-18.586338,5.282755,4.558138,-3.123554,5.033912,-2.741243
1468.571000,5.047528,-2.799888,-18.680566,5.221383,4.555498,-3.132399,5.019687,-2.791363
1468.771000,5.045987,-2.805865,-18.727893,5.220215,4.552990,-3.138365,5.016133,-2.783047
1468.971000,5.043947,-2.812826,-18.750236,5.202613,4.549238,-3.144782,5.013305,-2.791499
1469.171000,5.043343,-2.814536,-18.769610,5.204675,4.546193,-3.148600,5.024493,-2.782494
1469.471000,5.043480,-2.814588,-18.861427,5.213009,4.545209,-3.151834,5.011549,-2.792402
1469.771000,5.043554,-2.814309,-18.863875,5.235552,4.544218,-3.153065,5.003262,-2.793659
1469.971000,5.043638,-2.814254,-18.848836,5.236458,4.544025,-3.153004,5.002640,-2.800458
1470.171000,5.043718,-2.814227,-18.847468,5.229549,4.544164,-3.153872,5.022139,-2.788314
1470.371000,5.043765,-2.814153,-18.850755,5.233952,4.544135,-3.155168,5.019761,-2.796231
1470.671000,5.043829,-2.814116,-18.853199,5.236823,4.544365,-3.156196,4.993590,-2.809078
1470.971000,5.034209,-2.821437,-18.891926,5.225480,4.523794,-3.169764,5.015080,-2.804312
1471.171000,5.001491,-2.846288,-18.904354,5.228815,4.498890,-3.185020,4.963627,-2.837414
1471.371000,4.959837,-2.875445,-18.903900,5.267801,4.467685,-3.204880,4.947691,-2.840065
1471.571000,4.929978,-2.894316,-18.911711,5.322827,4.437977,-3.220746,4.915162,-2.857531
1471.871000,4.876952,-2.925998,-18.943028,5.326887,4.375912,-3.253139,4.892509,-2.873220
1471.971000,4.858872,-2.936547,-18.958760,5.344357,4.345910,-3.269632,4.867398,-2.913539
1472.171000,4.821392,-2.957263,-18.963750,5.350197,4.312355,-3.285200,4.817827,-2.910911
1472.371000,4.773150,-2.982099,-18.992532,5.342003,4.281786,-3.299277,4.741428,-2.956407
1472.571000,4.740437,-2.998142,-19.047490,5.373481,4.247355,-3.313625,4.709863,-2.990058
1472.871000,4.690375,-3.022049,-19.049579,5.402861,4.182931,-3.340512,4.692857,-2.988168
1473.171000,4.630990,-3.050016,-19.088429,5.407833,4.115779,-3.367148,4.591635,-3.045295
1473.371000,4.592456,-3.069657,-19.088935,5.407712,4.084860,-3.381279,4.572745,-3.047207
1473.571000,4.544670,-3.094391,-19.097883,5.404559,4.052370,-3.395670,4.503125,-3.088201
1473.771000,4.512432,-3.111611,-19.128024,5.414021,4.018163,-3.410626,4.479412,-3.092708
1474.071000,4.459835,-3.140774,-19.202634,5.386881,3.952694,-3.441425,4.450630,-3.110194
1474.371000,4.403264,-3.172370,-19.282946,5.368171,3.885031,-3.473084,4.349129,-3.148849
1474.571000,4.365204,-3.193753,-19.308769,5.374082,3.851484,-3.488405,4.344931,-3.168711
1474.771000,4.320180,-3.219594,-19.319203,5.378107,3.818659,-3.503828,4.286853,-3.195949
1474.971000,4.288068,-3.237976,-19.365480,5.394039,3.785006,-3.520096,4.270654,-3.206566
1475.271000,4.233111,-3.268944,-19.406266,5.406769,3.719535,-3.551091,4.209236,-3.243055
1475.371000,4.214314,-3.279361,-19.427614,5.406942,3.685939,-3.566387,4.197403,-3.254916
1475.571000,4.177851,-3.299049,-19.449435,5.416520,3.655252,-3.579915,4.148678,-3.280772
1475.771000,4.128130,-3.325009,-19.458441,5.418703,3.620922,-3.594703,4.124158,-3.303454
1475.971000,4.094938,-3.342220,-19.481874,5.423585,3.586674,-3.609645,4.041425,-3.308856
1476.271000,4.044177,-3.368028,-19.544882,5.399692,3.521179,-3.637869,4.011722,-3.351569
1476.571000,3.985407,-3.397942,-19.619348,5.396869,3.453935,-3.667224,3.945544,-3.393898
1476.771000,3.946285,-3.418147,-19.658712,5.368913,3.420186,-3.682360,3.936130,-3.393517
1476.971000,3.899624,-3.442387,-19.681322,5.366571,3.385946,-3.697138,3.854238,-3.424541
1477.171000,3.867326,-3.459347,-19.716069,5.380103,3.352586,-3.712296,3.848479,-3.448032
1477.471000,3.814403,-3.488245,-19.761277,5.399561,3.285303,-3.742772,3.787692,-3.470949
1477.771000,3.757654,-3.519103,-19.804503,5.405011,3.217534,-3.773261,3.704719,-3.501783
1477.971000,3.719151,-3.540399,-19.834077,5.424614,3.183607,-3.789368,3.652138,-3.529127
1478.171000,3.674420,-3.566242,-19.872954,5.469824,3.152501,-3.805184,3.645807,-3.547199
1478.371000,3.642708,-3.584265,-19.991994,5.527074,3.119163,-3.822036,3.659934,-3.568476
1478.671000,3.587860,-3.613727,-20.027154,5.550669,3.051793,-3.853772,3.539124,-3.581062
1478.771000,3.568251,-3.623562,-20.064083,5.560089,3.018325,-3.868956,3.505576,-3.626284
1478.971000,3.530012,-3.642138,-20.093400,5.544396,2.987826,-3.882988,3.460211,-3.624221
1479.171000,3.479767,-3.666510,-20.168623,5.548993,2.954767,-3.897674,3.452029,-3.654480
1479.371000,3.446795,-3.682932,-20.135285,5.554126,2.922004,-3.913868,3.398751,-3.680836
1479.671000,3.393765,-3.709719,-20.177420,5.566939,2.854828,-3.944948,3.346428,-3.683257
1479.971000,3.336270,-3.740357,-20.216330,5.585020,2.789477,-3.976914,3.246765,-3.716054
1480.171000,3.298448,-3.762499,-20.239435,5.585227,2.756523,-3.992671,3.247407,-3.758008
1480.371000,3.253082,-3.789093,-20.264823,5.583612,2.722701,-4.006880,3.250676,-3.800164
1480.571000,3.222258,-3.805834,-20.286401,5.583025,2.692783,-4.021825,3.180203,-3.805123
